"","Unknown.305","Unknown.356","Unknown.220","Unknown.290","Unknown.193","Unknown.369","Unknown.258","Unknown.138","Unknown.299","Unknown.55","Unknown.198","Unknown.353","Unknown.337","Unknown.116","Unknown.298","Unknown.185","Unknown.234","Unknown.221","Unknown.201","Unknown.359","Unknown.190","Unknown.296","Unknown.254","Unknown.194","Unknown.70","Unknown.303","Unknown.232","Unknown.89","Unknown.145","Unknown.178","Unknown.375","Unknown.144","Unknown.109","Unknown.239","Unknown.226","Unknown.118","Unknown.360","Unknown.180","Unknown.274","Unknown.338","Unknown.80","Unknown.174","Unknown.247","Unknown.197","Unknown.186","Unknown.184","Unknown.204","Unknown.210","Unknown.42","Unknown.383","Unknown.286","Unknown.153","Unknown.294","Unknown.192","Unknown.363","Unknown.151","Unknown.332","Unknown.354","Unknown.315","Unknown.214","Unknown.241","Unknown.41","Unknown.352","Unknown.38","Unknown.208","Unknown.328","Unknown.317","Unknown.43","Unknown.81","Unknown.77","Unknown.122","Unknown.215","Unknown.135","Unknown.22","Unknown.275","Unknown.243","Unknown.50","Unknown.236","Unknown.364","Unknown.170","Unknown.230","Unknown.34","Unknown.106","Unknown.387","Unknown.265","Unknown.283","Unknown.207","Unknown.293","Unknown.200","Unknown.137","Ribitol","Unknown.393","Unknown.367","Unknown.150","Unknown.74","Unknown.394","Unknown.103","Unknown.54","Unknown.266","Unknown.37","Unknown.271","Unknown.129","Unknown.59","Unknown.313","Unknown.390","Unknown.39","Unknown.187","Unknown.121","Unknown.323","Unknown.368","Unknown.228","Unknown.44","Unknown.278","Unknown.288","Unknown.85","Unknown.62","Unknown.58","Unknown.128","Unknown.277","Unknown.350","Unknown.365","Unknown.371","Unknown.132","Unknown.355","Unknown.6","Unknown.14","Unknown.149","Unknown.246","Unknown.78","Unknown.378","Unknown.84","Unknown.75","Unknown.212","Unknown.250","Unknown.314","Unknown.209","Unknown.351","Unknown.195","Unknown.329","Unknown.374","Unknown.219","Unknown.73","Unknown.330","Unknown.181","Unknown.115","Unknown.76","Unknown.141","Unknown.10","Unknown.242","Unknown.127","Unknown.345","Unknown.51","Unknown.142","Unknown.372","Unknown.255","Unknown.334","Unknown.325","Unknown.259","Unknown.301","Unknown.273","Unknown.15","Unknown.61","Unknown.168","Unknown.120","Unknown.335","Unknown.86","Unknown.134","Unknown.114","Unknown.284","Unknown.362","Unknown.69","Unknown.90","Unknown.87","Unknown.2","Unknown.112","Unknown.340","Unknown.57","Unknown.196","Unknown.320","Unknown.269","Unknown.88","Unknown.24","Unknown.64","Unknown.124","Unknown.218","Unknown.327","Unknown.311","Unknown.336","Unknown.35","Unknown.245","Unknown.56","Unknown.159","Unknown.217","Unknown.11","Unknown.249","Unknown.267","Unknown.268","Unknown.333","Unknown.111","Unknown.240","Unknown.16","Unknown.379","Unknown.302","Unknown.49","Unknown.72","Unknown.211","Unknown.131","Unknown.282","Unknown.324","Unknown.4","Unknown.140","Unknown.224","Unknown.312","Unknown.300","Unknown.231","Unknown.91","Unknown.82","Unknown.162","Unknown.19","Unknown.158","Unknown.125","Unknown.291","Unknown.97","Unknown.1","Unknown.316","Unknown.133","Unknown.225","Unknown.83","Unknown.319","Unknown.63","Unknown.36","Unknown.205","Unknown.272","Unknown.347","Unknown.297","Unknown.318","Unknown.17","Unknown.342","Unknown.348","Unknown.126","Unknown.13","Unknown.113","Unknown.199","Unknown.40","Unknown.264","Unknown.18","Unknown.344","Unknown.93","Unknown.148","Unknown.155","Unknown.341","Unknown.260","Unknown.119","Unknown.9","Unknown.176","Unknown.102","Unknown.167","Unknown.7","Unknown.281","Unknown.29","Unknown.253","Unknown.33","Unknown.386","Unknown.343","Unknown.139","Unknown.31","Unknown.373","Unknown.8","Unknown.67","Unknown.108","Unknown.358","Unknown.252","Unknown.100","Unknown.94","Unknown.304","Unknown.370","Unknown.117","Unknown.65","Unknown.130","Unknown.223","Unknown.143","Unknown.229","Unknown.381","Unknown.235","Unknown.326","Unknown.71","Unknown.60","Unknown.46","Unknown.123","Unknown.136","Unknown.101","Unknown.66","Unknown.213","Unknown.349","Unknown.262","Unknown.389","treatment","batID","concentration","data"
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137783766629214,0,0,0,0,0,0,0,0,0.0813669650122051,0,0,0,0,0,0,0,0,0,0,0,0.00843534822574665,0,0,0.0146552553173272,0,0,0,0,0,0.0140092185755986,0,0,0,0,0,0,0,0,0,0,0,0,0.157584872916638,0.0426672801931724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287382150594755,0,0,0,0,0,0,0,0,0,0,0,0,0.0394258750026631,0,0,0,0,0,0,0,0,0,0,0,0,0.168440855087819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058314835121244,0,0.406281766311903,0.14149326792043,0,0,0,0.0203012637648908,0,0,0.0232364828073352,0,0,0,0,0,0.166041061037279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689707543014385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606649340378051,0,0,0,0,0.0221704420300411,0,0,0,0,0,0,0.00583196443277581,0.137176203539598,0,0,0,0.397216412032808,0,0,0,0.0487092466437309,0,0,0,0.0406682533521412,0,0.0374508941942025,0.00376240256287104,0,0,0,0,0,0,0,0,0.013186844261686,0,0,0.0112439248299861,0,0,0,0,0,0,0.0805846674192434,0,0,0,0.0178197132036108,0,0,0,0,"C",30,"0","13.03.21"
"43",0,0,0,0,0.00287839956639354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003499940772554,0,0,0,0,0.0140822329589946,0,0,0,0,0,0.0246484334637222,0,0,0,0,0,0,0,0,0.00902743344093238,0,0,0.0277380363525975,0,0,0.00823894103700067,0,0,0,0.0207522350289883,0,0,0,0,0,0,0,0,0,0,0,0,0.0171798816887263,0,0.0208870028633337,0,0,0,0,0,0,0,0,0,0.0266800082799748,0.00571254700807664,0,0,0,0,0.0287276747779403,0,0,0,0,0,0,0,0,0,0,0.112233445566779,0,0,0.0923843561739267,0,0,0,0,0,0,0.0176063112541179,0,0.00974753619758429,0,0,0.0423774437909009,0.0106949339584308,0,0,0,0,0,0.00294678921367334,0,0,0,0.0510166654105098,0,0.00471083982144911,0,0,0,0,0,0.172380128889141,0.0521129112272005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254228456461551,0,0,0,0,0.0338729900056375,0,0,0,0,0,0,0,0,0,0,0.0110167675926886,0,0,0.0486109589944324,0,0,0,0,0,0,0,0,0,0,1.0475021013222,0,0,0,0,0,0.289688488576123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790322832726546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314588354566609,0,0,0,0,0,0,0,0,0.013440577150693,0,0,0,0,0.346206497672228,0,0,0,0,0,0,0.112336030037699,0,0.0123905949189268,0,0,0,0.00587145236499144,0,0,0,0.0504755826129138,0,0,0,0,0.0346815970117103,0,0,0,0,0,0,0,0.100393990746519,0,0,0.274304840858598,0.495583567552789,0,0,0,0.010031152087774,0,0,0,0.00937742751818777,0,0.0438297180654894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680376417423212,0,0,0,0.0385275089410915,0,0,0,0,"C",4,"0","19.02.21"
"44",0,0,0,0,0.00391083357210526,0,0.00306513643889685,0,0,0,0,0,0,0,0,0.069885523342035,0,0,0.0058023074041836,0,0.0554302903919751,0,0,0,0,0,0,0,0,0.0748586350204874,0,0,0,0,0,0,0,0,0.00657374820374445,0,0,0.0537780869683167,0.0137312336969962,0,0.0391908427584388,0.155849605594703,0.0108022338697865,0,0.0125039415158766,0,0,0,0,0,0,0,0,0,0,0,0.0466061627435224,0,0,0,0.106991000730538,0,0,0,0,0,0,0,0,0.0372911182226219,0,0.0335556121049622,0,0,0,0,0,0,0,0,0,0,0.0264393801304036,0,0,0,0.125470514429109,0,0,0.0658261771026346,0.0154123145837397,0,0,0,0,0,0,0,0.0255751189137833,0,0,0.0216250944989196,0.0201956600762039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181496918166199,0.0488606675400999,0,0,0,0,0,0,0,0,0,0,0,0.104441533275305,0,0,0,0,0,0,0,0,0,0.0338402613839446,0.0260701611381004,0,0,0,0,0,0.00887363187088441,0,0,0.00444300396324617,0,0,0,0,0.0635510455467105,0,0,0,0,0,0,0,0,0,0,0.847561792253344,0,0,0,0,0,0.25839553968606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416969940190442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41802809294492,0,0,0,0,0,0,0,0,0.0157382173814152,0,0,0,0,0.336845293508782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031352674206751,0,0,0,0,0.024023986610923,0,0,0,0,0,0,0,0.12722997700137,0,0,0.28799287667242,0.588227735017016,0.00118191331055713,0,0.00980596139334832,0.0112188944085868,0,0,0,0.00826101711829197,0,0.0458223458883536,0,0,0,0.00256596886271041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121289470309564,0,0,0,0.0577116099757031,0,0,0,0,"C",5,"0","14.02.21"
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473213841779492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771538023035714,0,0,0,0,0,0,0,0,0,0.00837735927597415,0,0,0.0315148277524742,0,0,0,0,0.0108720663343474,0,0,0,0.00858260168749733,0,0,0,0,0.091324200913242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894105322311527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356138945065568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824438531921266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163182170851877,0,0,0,0,0,0,0.0435952226504369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208306594005072,0,0,0,0,0,0,0,0,0,0,0,0,0.00282425121208652,0,0,0,0.00951631012301826,0,0,0,0,0.00964928407977975,0,0,0,0,0,0,0,0,0,0,0,0.0536521008150725,0,0,0,0.00194257606399401,0,0,0,0,0,0.133309282391589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041424278269396,0,0,0,0,0,0,0,0,"C",5,"0","19.02.21"
"46",0,0,0,0.00116739628934751,0.00118255728011826,0,0,0,0,0,0,0,0,0,0,0.00431999054667634,0,0,0.00161152413663174,0,0.0105422395235882,0,0,0.00321858915833091,0,0,0,0.00471685177567531,0,0.017163133375472,0,0,0,0,0,0,0,0,0,0,0,0.0415018745004398,0,0,0.0148889847598599,0.0341327411628703,0,0,0.00923839431730393,0,0.00665389130238485,0,0,0,0,0,0,0,0,0,0.0061473358460446,0,0,0,0.0547356357973288,0,0,0,0,0,0,0.00712120654731846,0,0.00652546879232676,0,0.0186667469307355,0,0,0,0,0,0,0,0,0,0,0.00308749117931327,0,0,0,0.05941770647653,0,0,0,0.0153750282875104,0,0,0,0,0,0.0053001040088558,0,0,0,0,0,0.00526710655835476,0,0,0,0,0,0,0.00202800547133402,0,0,0.00699189221427385,0,0.00125747041098548,0,0,0,0,0,0.0126148361442479,0.0549835625875798,0,0,0,0,0,0,0,0,0,0.00140372938077386,0,0,0,0,0,0,0,0,0,0,0,0,0.0164987252505187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501329373639273,0,0,0,0,0,0.0135084427767355,0,0,0,0,0.631253713606655,0,0,0,0,0,0,0,0,0,0.0166021767169543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326193175547551,0,0,0,0,0,0,0,0,0.00171765107202697,0,0,0,0,0.0611380330175165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000872202880811202,0,0,0,0,0.00844823915125206,0,0,0,0,0,0.00426558934449896,0,0.00642112550290456,0,0,0.019376638028001,0.415952483671279,0,0,0,0.00358602022877489,0,0,0,0,0,0.138970100519598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908410894063692,0,0,0,0.0338027666578599,0,0,0,0,"C",6,"0","18.02.21"
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167957231071002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251018465280672,0,0,0,0,0,0,0,0,0.0207366403859851,0.0400513397169313,0,0,0,0,0,0,0,0.0981598018639812,0,0,0,0,0,0,0,0,0.0733675715333822,0,0,0,0,0,0,0,0,0.0131147305372009,0,0,0.0140321118630325,0,0,0.018343804094441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255490699244101,0,0.042597072896114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137381675965473,0,0.0141391396843795,0,0,0,0,0,0,0,0,0,0,0.0731038244022057,0,0,0,0,0,0,0,0,0,0,0,0,0.227250644097251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226684925612988,0,0.0534412846518817,0,0,0,0,0,0,0.35265284891624,0,0,0,0,0,0,0,0,0.274178521335729,0,0,0,0,0,0,0,0,0.0292912212493648,0,0,0.0680085356216493,0,0.4413024643691,0,0,0,0,0,0,0,0,0,0,0,0,0.0171932550149606,0,0,0,0.105636459669509,0,0,0,0,0.0227013653921411,0,0,0,0,0,0,0,0.017797197721133,0,0,0,0.171332429865624,0,0,0,0.00646753834711278,0,0,0,0.00763337711535711,0,0.103671734663353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262676852963115,0,0,0,0,0,0,0,0,"C",6,"0","19.02.21"
"48",0,0,0,0,0,0,0,0,0,0.00471460407897805,0,0,0,0.00207281061764568,0,0,0,0.0070602817377896,0,0,0,0.00159682281937876,0,0,0.00154053634451943,0,0,0,0,0,0,0,0,0,0,0.00155644339176228,0,0,0,0,0,0,0,0,0,0,0,0,0.0114383905866304,0,0,0,0.00326339192282234,0,0,0,0,0,0,0,0,0.0246167674178252,0,0.0161799142840194,0,0,0,0.0115326092510688,0,0,0,0,0,0.0232071583083046,0,0,0,0,0,0,0,0.0574954104497847,0,0,0,0,0,0.00449068179855942,0,0,0.0702247191011236,0,0,0,0.0137987516736661,0,0,0,0,0.0273148473540169,0,0,0.0255087856824436,0,0,0.0213117724483677,0,0,0,0,0,0.0177167797714828,0,0,0,0,0.0172995256861126,0,0,0,0,0,0,0,0.112424891817395,0.0588805471789317,0.000665648746162486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264179346133237,0,0,0.072701323994934,0,0.0150676445960383,0,0,0,0,0,0,0,0,0,0,0.0669038170844233,0,0,0,0,0,0,0,0,0,0,0,0,0.0316293280138862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453889238789545,0,0,0,0,0,0,0.0659909972964872,0,0,0,0,0,0,0,0,0.368916239656259,0,0,0,0,0,0,0,0,0.0265182713728555,0,0,0,0,0.588073747616146,0,0,0,0,0,0,0,0,0,0,0.00142796339480077,0,0,0,0,0,0.0321126575262652,0,0,0,0,0.0246130965607691,0,0,0,0,0,0,0,0.0255332580628173,0,0,0,0.307473434252209,0,0,0,0.0156488636299118,0,0,0,0.0153955744930449,0,0.0645801645679479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694917713089337,0,0,0,0.0164943843718204,0,0,0,0,"C",7,"0","19.02.21"
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010441877994013,0,0,0,0.0151590382474196,0,0,0,0,0,0.0176676324888837,0,0,0,0,0,0,0,0.0304398789999584,0,0,0,0,0,0,0,0,0.06265664160401,0,0,0,0,0,0,0,0,0.00893725881312773,0,0,0.00724545784128704,0,0,0.00943252929350248,0,0,0,0,0,0.0132755774513471,0,0,0,0,0.00903219311858835,0,0,0,0,0,0,0,0.110156036173911,0.024116896013619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345516091543897,0,0.00707797939674802,0,0,0,0,0,0,0,0,0,0,0.0396798528625738,0,0,0,0,0,0,0,0,0,0,0,0,0.0161388319283056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663537058770425,0,0,0,0,0,0,0.0519765322396901,0,0,0,0,0,0,0,0,0.051449019919725,0,0,0,0,0,0,0,0,0,0.476876510888427,0,0,0,0.351042880213685,0,0,0,0,0,0,0.0696369998753315,0,0,0,0,0,0,0,0,0,0.0237747742712986,0,0,0.0156731164675554,0,0.0235956529402408,0,0,0,0,0,0,0,0.0954600265672758,0,0,0,0.264284567909196,0,0,0,0.011006110186845,0,0,0,0.00977823346244399,0,0.0676397970340373,0.00155656436689207,0,0,0,0,0,0,0,0,0.00441892323719533,0,0,0,0,0,0,0,0,0,0.0572068751065772,0,0,0,0.00839362557336738,0,0,0,0,"C",8,"0","17.02.21"
"50",0,0,0,0.000103240967096498,0,0,0,0,0.000212129689504621,0,0,0,0,0,0.000770127914293135,0,0,0.00113158425423711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165140365311904,0,0,0,0,0,0,0,0,0,0,0,0,6.1899398215406e-05,0,0.00112164420488865,0,0,0,0,0,0,0,0,0,0.00124408754004467,0,0,0,0,0,0,0,0.0023962296236161,0,0,0,0,0,0,0,0,0.0731528895391368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107307350920868,0,0,0.000941819675766524,0,0,0,0,0,0,0.00102156598076666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140990563599397,0.00362495526921316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142187887725462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318284898341918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147519368739635,0,0,0,0,0.00174109000746764,0,0,0,0,0,0,0,0,0,0,0,0.0428612668803443,0,0,0,0,0,0,0,0,0,0.03456584387863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103349403998482,0,0,0,0.00147654914867114,0,0,0,0,"C",8,"0","19.02.21"
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352807670264176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601655771796216,0,0,0,0.055449301166274,0.0322079463394835,0,0,0,0.0305015233760426,0.0558082166973298,0,0,0.0479057782503989,0,0,0,0,0.211193454589692,0,0,0,0,0,0,0,0,0.100200400801603,0,0,0,0,0,0,0,0,0.0643403315145341,0,0,0,0,0,0.0443858873405707,0,0,0,0,0,0.0248218425161767,0,0,0,0,0,0,0,0,0,0,0,0,0.120954533965814,0,0,0,0,0,0,0.0344370006902512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483396252695172,0,0,0,0.0176561254224656,0,0,0,0,0,0,0,0,0.209707418355847,0,0,0,0,0,0,0,0,0,0,0,0,0.973756726045568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121263075387248,0,0,0,0,0,0,0.370148957501505,0,0,0,0,0,0,0,0,0.180106332189295,0,0,0,0.768708912829744,0,0,0,0,0.0667456952489784,1.5655391723559,0,0,0,1.1744471787791,0,0,0,0.152035359602508,0,0,0,0,0,0,0,0,0,0,0,0,0.132219444230005,0,0,0.126048615801326,0,0.0616264263586558,0,0,0,0,0,0,0,0.181258639946896,0,0,0,0.263072490736516,0,0,0,0,0,0,0,0,0,0.210299314143904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349974126597945,0,0.0376042728327263,0,0,0,0,0,0,0,0,"C",9,"0","16.02.21"
"52",0,0,0,0,0,0,0,0,0,0.0187444138577719,0,0,0,0.00966336700980013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176348578737476,0,0,0.0212546859067347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064173255671759,0,0,0,0,0.048088628499095,0,0,0,0.0855223718750064,0.0826737245968731,0,0,0.0904406164850431,0,0,0,0,0.258156692282983,0,0,0,0,0,0,0,0,0.084530853761623,0,0,0,0,0,0,0,0,0.174790478845017,0,0,0,0,0,0.1237509035799,0,0,0,0,0,0.12464799139677,0,0,0,0,0,0,0,0,0,0,0,0,0.409237297511935,0.188168104184317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772833285042729,0,0,0,0.121555399185979,0,0.544099499314829,0,0,0,0,0,0,0,0,0,0,0.0594438716547477,0,0.236846922036616,0,0,0,0,0,0,0,0,0,0,0,0,1.18846036595202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911268099730354,0,0,0,0,0,0,0,0,0.122184934496064,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00811423799551,0,0,0,0.298887626845463,0,0,0,0,0,0,0,0,0,0,0,0,0.104699591258462,0,0,0.256433339371626,0,0.0778656486661012,0,0,0,0,0,0,0,0.296692122451543,0,0,0,0.464069823020312,0,0,0,0.0142904515389227,0,0,0,0,0,0.37244882782886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C",9,"0","19.02.21"
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108245819199155,0,0,0,0,0,0,0,0,0,0.0311425674006631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22271714922049,0,0,0.0943885527468915,0.0172302522192645,0,0,0,0,0,0,0,0,0,0,0.0224698903469351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225699789453624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127612962994843,0,0,0,0,0,0,0,0,0,0,0.413295849485965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111308530311031,0,0.111818982163011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249726057506104,0,0,0,0,0,0,0,0,0.0149282144554359,0,0,0,0,0.266921278715919,0,0,0,0,0,0,0,0,0,0,0,0,0.0105543427041617,0,0,0,0,0,0,0,0,0.0544532019743877,0,0,0,0,0,0,0,0,0,0,0.042532649901693,0.134869386380824,0,0,0,0,0,0,0,0,0,0.0812319064836193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C1",1,"0.1","14.02.21"
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110721899747703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248581711706216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644329896907217,0,0,0,0,0,0,0,0,0,0,0.000712076918384489,0.00203905825970122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636646035596807,0,0.0159251447224973,0.00192370258099533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520390973633211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388248501940322,0,0,0,0,0,0,0,0,0.0552139202630266,0,0,0,0,0,0,0,0,0.0792458319451548,0,0.0323754510602556,0,0.160402071240539,0,0,0,0,0.00452624400345989,0,0.0183208279956892,0,0,0.334749275409923,0,0,0,0.260433432343699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148290702566918,0,0,0,0,0,0,0,0,0,0,0.000222695115332217,0,0,0,0,0,0.0132043148498343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174857701927183,0,0,0,0.000192976364207987,0,0,0,0,0,0.025041176111755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222323630943164,0,0,0,0,0,0,0,0,"C1",10,"0.1","17.02.21"
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270002125799803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172027364379255,0,0,0,0,0,0.0135001062899901,0,0,0,0,0,0,0,0.0510194941086567,0,0,0,0,0,0,0,0,0.0697836706210747,0,0,0,0,0,0,0,0,0,0,0,0.00969138786905103,0,0,0,0,0,0,0,0,0.00800891751127251,0,0,0,0,0.0125602538432382,0,0,0,0,0,0,0,0.0516067151127482,0,0,0,0,0,0,0.00951058954463611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424084135830105,0,0,0,0,0,0,0,0,0,0,0,0,0.0634990610963709,0,0,0,0,0,0,0,0,0,0,0,0,0.0192781816661265,0,0,0,0,0,0,0,0,0.133412727206901,0,0,0,0,0,0,0,0,0,0,0.0733309038620748,0,0,0,0,0,0,0.0287947480148755,0,0,0.0106028504962667,0,0,0,0,0,0.126473657631836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854718848967938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295029993022529,0,0,0.0181470714877621,0,0.0298720669562239,0,0,0,0,0,0,0,0.082243812995422,0,0,0,0.529323702649871,0,0,0,0.0333595321560952,0,0,0,0.0249412035630897,0,0.0373550257055621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782453310438986,0,0,0,0.0224712892634379,0,0,0,0,"C1",11,"2","24.02.21"
